qid,vid,query,pred_start,pred_end,conf,iou,category
9128,X6g8OD7TdcY_510.0_660.0,Teen girl talks wearing a Christmas sweater.,130.0,148.0,0.0,0.12,bg
307,0_eIFN2FDoU_360.0_510.0,Woman is talking to the camera in her living room.,0.0,150.0,1.0,1.0,fg
307,0_eIFN2FDoU_360.0_510.0,Woman is talking to the camera in her living room.,64.0,80.0,0.0,0.10666666666666667,bg
307,0_eIFN2FDoU_360.0_510.0,Woman is talking to the camera in her living room.,54.0,94.0,0.0,0.26666666666666666,bg
307,0_eIFN2FDoU_360.0_510.0,Woman is talking to the camera in her living room.,12.0,36.0,0.0,0.16,bg
307,0_eIFN2FDoU_360.0_510.0,Woman is talking to the camera in her living room.,30.0,54.0,0.0,0.16,bg
307,0_eIFN2FDoU_360.0_510.0,Woman is talking to the camera in her living room.,40.0,60.0,0.0,0.13333333333333333,bg
307,0_eIFN2FDoU_360.0_510.0,Woman is talking to the camera in her living room.,16.0,44.0,0.0,0.18666666666666668,bg
307,0_eIFN2FDoU_360.0_510.0,Woman is talking to the camera in her living room.,30.0,50.0,0.0,0.13333333333333333,bg
307,0_eIFN2FDoU_360.0_510.0,Woman is talking to the camera in her living room.,38.0,60.0,0.0,0.14666666666666667,bg
307,0_eIFN2FDoU_360.0_510.0,Woman is talking to the camera in her living room.,46.0,68.0,0.0,0.14666666666666667,bg
3608,0_eIFN2FDoU_210.0_360.0,Girl commenting on other v loggers,0.0,150.0,0.9997,1.0,fg
3608,0_eIFN2FDoU_210.0_360.0,Girl commenting on other v loggers,12.0,46.0,0.0004,0.22666666666666666,bg
3608,0_eIFN2FDoU_210.0_360.0,Girl commenting on other v loggers,2.0,20.0,0.0001,0.12,bg
3608,0_eIFN2FDoU_210.0_360.0,Girl commenting on other v loggers,50.0,64.0,0.0001,0.09333333333333334,bg
3608,0_eIFN2FDoU_210.0_360.0,Girl commenting on other v loggers,34.0,48.0,0.0001,0.09333333333333334,bg
3608,0_eIFN2FDoU_210.0_360.0,Girl commenting on other v loggers,64.0,122.0,0.0001,0.38666666666666666,bg
3608,0_eIFN2FDoU_210.0_360.0,Girl commenting on other v loggers,106.0,144.0,0.0,0.25333333333333335,bg
3608,0_eIFN2FDoU_210.0_360.0,Girl commenting on other v loggers,70.0,90.0,0.0,0.13333333333333333,bg
3608,0_eIFN2FDoU_210.0_360.0,Girl commenting on other v loggers,54.0,72.0,0.0,0.12,bg
3608,0_eIFN2FDoU_210.0_360.0,Girl commenting on other v loggers,114.0,142.0,0.0,0.18666666666666668,bg
3733,0_eIFN2FDoU_60.0_210.0,Woman in blue top speaks directly to camera from the floor.,0.0,150.0,0.9999,1.0,fg
3733,0_eIFN2FDoU_60.0_210.0,Woman in blue top speaks directly to camera from the floor.,6.0,22.0,0.0,0.10666666666666667,bg
3733,0_eIFN2FDoU_60.0_210.0,Woman in blue top speaks directly to camera from the floor.,96.0,116.0,0.0,0.13333333333333333,bg
3733,0_eIFN2FDoU_60.0_210.0,Woman in blue top speaks directly to camera from the floor.,16.0,34.0,0.0,0.12,bg
3733,0_eIFN2FDoU_60.0_210.0,Woman in blue top speaks directly to camera from the floor.,36.0,54.0,0.0,0.12,bg
3733,0_eIFN2FDoU_60.0_210.0,Woman in blue top speaks directly to camera from the floor.,54.0,70.0,0.0,0.10666666666666667,bg
3733,0_eIFN2FDoU_60.0_210.0,Woman in blue top speaks directly to camera from the floor.,54.0,70.0,0.0,0.10666666666666667,bg
3733,0_eIFN2FDoU_60.0_210.0,Woman in blue top speaks directly to camera from the floor.,90.0,128.0,0.0,0.25333333333333335,bg
3733,0_eIFN2FDoU_60.0_210.0,Woman in blue top speaks directly to camera from the floor.,26.0,46.0,0.0,0.13333333333333333,bg
3733,0_eIFN2FDoU_60.0_210.0,Woman in blue top speaks directly to camera from the floor.,42.0,64.0,0.0,0.14666666666666667,bg
7011,0_eIFN2FDoU_510.0_660.0,Woman with blue top talks to camera in front of her couch.,0.0,150.0,0.9999,1.0,fg
7011,0_eIFN2FDoU_510.0_660.0,Woman with blue top talks to camera in front of her couch.,10.0,36.0,0.0,0.17333333333333334,bg
7011,0_eIFN2FDoU_510.0_660.0,Woman with blue top talks to camera in front of her couch.,74.0,90.0,0.0,0.10666666666666667,bg
7011,0_eIFN2FDoU_510.0_660.0,Woman with blue top talks to camera in front of her couch.,18.0,48.0,0.0,0.2,bg
7011,0_eIFN2FDoU_510.0_660.0,Woman with blue top talks to camera in front of her couch.,54.0,98.0,0.0,0.29333333333333333,bg
7011,0_eIFN2FDoU_510.0_660.0,Woman with blue top talks to camera in front of her couch.,44.0,66.0,0.0,0.14666666666666667,bg
7011,0_eIFN2FDoU_510.0_660.0,Woman with blue top talks to camera in front of her couch.,38.0,58.0,0.0,0.13333333333333333,bg
7011,0_eIFN2FDoU_510.0_660.0,Woman with blue top talks to camera in front of her couch.,36.0,54.0,0.0,0.12,bg
7011,0_eIFN2FDoU_510.0_660.0,Woman with blue top talks to camera in front of her couch.,38.0,64.0,0.0,0.17333333333333334,bg
7011,0_eIFN2FDoU_510.0_660.0,Woman with blue top talks to camera in front of her couch.,50.0,70.0,0.0,0.13333333333333333,bg
2862,pWtzuphf8nc_360.0_510.0,A woman in glasses and grey sweater is talking in her bedroom.,36.0,70.0,0.995,0.29411764705882354,fg
2862,pWtzuphf8nc_360.0_510.0,A woman in glasses and grey sweater is talking in her bedroom.,2.0,32.0,0.0749,0.0,bg
2862,pWtzuphf8nc_360.0_510.0,A woman in glasses and grey sweater is talking in her bedroom.,78.0,96.0,0.0036,0.6923076923076923,bg
2862,pWtzuphf8nc_360.0_510.0,A woman in glasses and grey sweater is talking in her bedroom.,32.0,104.0,0.0003,0.3611111111111111,bg
2862,pWtzuphf8nc_360.0_510.0,A woman in glasses and grey sweater is talking in her bedroom.,58.0,84.0,0.0002,0.38461538461538464,bg
2862,pWtzuphf8nc_360.0_510.0,A woman in glasses and grey sweater is talking in her bedroom.,122.0,146.0,0.0002,0.0,bg
2862,pWtzuphf8nc_360.0_510.0,A woman in glasses and grey sweater is talking in her bedroom.,134.0,146.0,0.0,0.0,bg
2862,pWtzuphf8nc_360.0_510.0,A woman in glasses and grey sweater is talking in her bedroom.,38.0,50.0,0.0,0.0,bg
2862,pWtzuphf8nc_360.0_510.0,A woman in glasses and grey sweater is talking in her bedroom.,8.0,22.0,0.0,0.0,bg
2862,pWtzuphf8nc_360.0_510.0,A woman in glasses and grey sweater is talking in her bedroom.,92.0,106.0,0.0,0.17647058823529413,bg
3623,pWtzuphf8nc_210.0_360.0,A girl looks happy to be laying next to her fluffy white cat.,130.0,150.0,0.9999,0.7692307692307693,fg
3623,pWtzuphf8nc_210.0_360.0,A girl looks happy to be laying next to her fluffy white cat.,72.0,82.0,0.0003,0.0,bg
3623,pWtzuphf8nc_210.0_360.0,A girl looks happy to be laying next to her fluffy white cat.,10.0,22.0,0.0002,0.0,bg
3623,pWtzuphf8nc_210.0_360.0,A girl looks happy to be laying next to her fluffy white cat.,6.0,18.0,0.0002,0.0,bg
3623,pWtzuphf8nc_210.0_360.0,A girl looks happy to be laying next to her fluffy white cat.,78.0,82.0,0.0001,0.0,bg
3623,pWtzuphf8nc_210.0_360.0,A girl looks happy to be laying next to her fluffy white cat.,36.0,48.0,0.0001,0.0,bg
3623,pWtzuphf8nc_210.0_360.0,A girl looks happy to be laying next to her fluffy white cat.,64.0,82.0,0.0001,0.0,bg
3623,pWtzuphf8nc_210.0_360.0,A girl looks happy to be laying next to her fluffy white cat.,98.0,104.0,0.0,0.0,bg
3623,pWtzuphf8nc_210.0_360.0,A girl looks happy to be laying next to her fluffy white cat.,42.0,52.0,0.0,0.0,bg
3623,pWtzuphf8nc_210.0_360.0,A girl looks happy to be laying next to her fluffy white cat.,142.0,148.0,0.0,0.23076923076923078,bg
6053,pWtzuphf8nc_60.0_210.0,A young woman talks about and works on her fangirl video for the next convention,2.0,150.0,0.9519,0.2702702702702703,fg
6053,pWtzuphf8nc_60.0_210.0,A young woman talks about and works on her fangirl video for the next convention,28.0,130.0,0.0838,0.39215686274509803,bg
6053,pWtzuphf8nc_60.0_210.0,A young woman talks about and works on her fangirl video for the next convention,52.0,92.0,0.0117,0.3333333333333333,bg
6053,pWtzuphf8nc_60.0_210.0,A young woman talks about and works on her fangirl video for the next convention,98.0,148.0,0.0076,0.18421052631578946,bg
6053,pWtzuphf8nc_60.0_210.0,A young woman talks about and works on her fangirl video for the next convention,46.0,78.0,0.0007,0.09090909090909091,bg
6053,pWtzuphf8nc_60.0_210.0,A young woman talks about and works on her fangirl video for the next convention,6.0,24.0,0.0001,0.0,bg
6053,pWtzuphf8nc_60.0_210.0,A young woman talks about and works on her fangirl video for the next convention,8.0,24.0,0.0001,0.0,bg
6053,pWtzuphf8nc_60.0_210.0,A young woman talks about and works on her fangirl video for the next convention,36.0,66.0,0.0,0.0,bg
6053,pWtzuphf8nc_60.0_210.0,A young woman talks about and works on her fangirl video for the next convention,136.0,150.0,0.0,0.0,bg
6053,pWtzuphf8nc_60.0_210.0,A young woman talks about and works on her fangirl video for the next convention,60.0,90.0,0.0,0.34615384615384615,bg
7294,pWtzuphf8nc_660.0_810.0,Woman holds a bowl of nuts in her hand.,104.0,126.0,0.9809,0.0,fg
7294,pWtzuphf8nc_660.0_810.0,Woman holds a bowl of nuts in her hand.,124.0,140.0,0.7825,0.0,fg
7294,pWtzuphf8nc_660.0_810.0,Woman holds a bowl of nuts in her hand.,80.0,90.0,0.0005,0.0,bg
7294,pWtzuphf8nc_660.0_810.0,Woman holds a bowl of nuts in her hand.,88.0,98.0,0.0002,0.0,bg
7294,pWtzuphf8nc_660.0_810.0,Woman holds a bowl of nuts in her hand.,142.0,150.0,0.0002,0.0,bg
7294,pWtzuphf8nc_660.0_810.0,Woman holds a bowl of nuts in her hand.,8.0,22.0,0.0001,0.2727272727272727,bg
7294,pWtzuphf8nc_660.0_810.0,Woman holds a bowl of nuts in her hand.,64.0,90.0,0.0001,0.0,bg
7294,pWtzuphf8nc_660.0_810.0,Woman holds a bowl of nuts in her hand.,34.0,50.0,0.0001,0.0,bg
7294,pWtzuphf8nc_660.0_810.0,Woman holds a bowl of nuts in her hand.,52.0,70.0,0.0001,0.0,bg
7294,pWtzuphf8nc_660.0_810.0,Woman holds a bowl of nuts in her hand.,12.0,28.0,0.0001,0.6666666666666666,bg
8774,pWtzuphf8nc_510.0_660.0,A girl is cleaning her work area,28.0,62.0,0.9998,0.25806451612903225,fg
8774,pWtzuphf8nc_510.0_660.0,A girl is cleaning her work area,112.0,132.0,0.4392,0.0,bg
8774,pWtzuphf8nc_510.0_660.0,A girl is cleaning her work area,14.0,22.0,0.0273,0.18181818181818182,bg
8774,pWtzuphf8nc_510.0_660.0,A girl is cleaning her work area,62.0,70.0,0.0005,0.0,bg
8774,pWtzuphf8nc_510.0_660.0,A girl is cleaning her work area,6.0,16.0,0.0002,0.22727272727272727,bg
8774,pWtzuphf8nc_510.0_660.0,A girl is cleaning her work area,102.0,108.0,0.0001,0.0,bg
8774,pWtzuphf8nc_510.0_660.0,A girl is cleaning her work area,66.0,70.0,0.0001,0.0,bg
8774,pWtzuphf8nc_510.0_660.0,A girl is cleaning her work area,36.0,44.0,0.0001,0.18181818181818182,bg
8774,pWtzuphf8nc_510.0_660.0,A girl is cleaning her work area,58.0,82.0,0.0001,0.0,bg
8774,pWtzuphf8nc_510.0_660.0,A girl is cleaning her work area,138.0,146.0,0.0001,0.0,bg
5758,0U3-7Ey3siA_210.0_360.0,A black screen with texts describing events not shown in the video.,112.0,134.0,0.9987,0.46153846153846156,fg
5758,0U3-7Ey3siA_210.0_360.0,A black screen with texts describing events not shown in the video.,0.0,14.0,0.11,0.0,bg
5758,0U3-7Ey3siA_210.0_360.0,A black screen with texts describing events not shown in the video.,0.0,8.0,0.0097,0.0,bg
5758,0U3-7Ey3siA_210.0_360.0,A black screen with texts describing events not shown in the video.,102.0,106.0,0.0014,0.0,bg
5758,0U3-7Ey3siA_210.0_360.0,A black screen with texts describing events not shown in the video.,78.0,84.0,0.0005,0.0,bg
5758,0U3-7Ey3siA_210.0_360.0,A black screen with texts describing events not shown in the video.,58.0,86.0,0.0001,0.0,bg
5758,0U3-7Ey3siA_210.0_360.0,A black screen with texts describing events not shown in the video.,56.0,66.0,0.0001,0.0,bg
5758,0U3-7Ey3siA_210.0_360.0,A black screen with texts describing events not shown in the video.,24.0,104.0,0.0001,0.0,bg
5758,0U3-7Ey3siA_210.0_360.0,A black screen with texts describing events not shown in the video.,26.0,38.0,0.0,0.0,bg
5758,0U3-7Ey3siA_210.0_360.0,A black screen with texts describing events not shown in the video.,142.0,150.0,0.0,0.0,bg
7601,0U3-7Ey3siA_360.0_510.0,A man is intimidated by some delicious food on a platter.,54.0,72.0,0.9939,1.0,fg
7601,0U3-7Ey3siA_360.0_510.0,A man is intimidated by some delicious food on a platter.,64.0,74.0,0.1189,0.4,bg
7601,0U3-7Ey3siA_360.0_510.0,A man is intimidated by some delicious food on a platter.,64.0,74.0,0.0005,0.4,bg
7601,0U3-7Ey3siA_360.0_510.0,A man is intimidated by some delicious food on a platter.,134.0,144.0,0.0001,0.0,bg
7601,0U3-7Ey3siA_360.0_510.0,A man is intimidated by some delicious food on a platter.,126.0,132.0,0.0001,0.0,bg
7601,0U3-7Ey3siA_360.0_510.0,A man is intimidated by some delicious food on a platter.,10.0,22.0,0.0001,0.0,bg
7601,0U3-7Ey3siA_360.0_510.0,A man is intimidated by some delicious food on a platter.,12.0,22.0,0.0001,0.0,bg
7601,0U3-7Ey3siA_360.0_510.0,A man is intimidated by some delicious food on a platter.,52.0,72.0,0.0001,0.9,bg
7601,0U3-7Ey3siA_360.0_510.0,A man is intimidated by some delicious food on a platter.,46.0,54.0,0.0,0.0,bg
7601,0U3-7Ey3siA_360.0_510.0,A man is intimidated by some delicious food on a platter.,78.0,86.0,0.0,0.0,bg
7670,0U3-7Ey3siA_60.0_210.0,Man in hoodie talks to camera by a white van.,134.0,150.0,0.9869,0.0,fg
7670,0U3-7Ey3siA_60.0_210.0,Man in hoodie talks to camera by a white van.,58.0,70.0,0.9805,0.36363636363636365,fg
7670,0U3-7Ey3siA_60.0_210.0,Man in hoodie talks to camera by a white van.,144.0,150.0,0.9384,0.0,fg
7670,0U3-7Ey3siA_60.0_210.0,Man in hoodie talks to camera by a white van.,112.0,122.0,0.9352,0.0,fg
7670,0U3-7Ey3siA_60.0_210.0,Man in hoodie talks to camera by a white van.,22.0,42.0,0.9231,0.0,fg
7670,0U3-7Ey3siA_60.0_210.0,Man in hoodie talks to camera by a white van.,78.0,88.0,0.8464,0.07692307692307693,fg
7670,0U3-7Ey3siA_60.0_210.0,Man in hoodie talks to camera by a white van.,38.0,44.0,0.1264,0.0,bg
7670,0U3-7Ey3siA_60.0_210.0,Man in hoodie talks to camera by a white van.,2.0,8.0,0.0263,0.0,bg
7670,0U3-7Ey3siA_60.0_210.0,Man in hoodie talks to camera by a white van.,84.0,88.0,0.003,0.0,bg
7670,0U3-7Ey3siA_60.0_210.0,Man in hoodie talks to camera by a white van.,56.0,72.0,0.0003,0.4166666666666667,bg
9664,rZQjpKRsPMQ_60.0_210.0,People hold different protest signs.,66.0,90.0,0.9951,0.07142857142857142,fg
9664,rZQjpKRsPMQ_60.0_210.0,People hold different protest signs.,102.0,112.0,0.9015,0.0,fg
9664,rZQjpKRsPMQ_60.0_210.0,People hold different protest signs.,48.0,68.0,0.273,0.36363636363636365,bg
9664,rZQjpKRsPMQ_60.0_210.0,People hold different protest signs.,130.0,136.0,0.0066,0.0,bg
9664,rZQjpKRsPMQ_60.0_210.0,People hold different protest signs.,78.0,90.0,0.0004,0.0,bg
9664,rZQjpKRsPMQ_60.0_210.0,People hold different protest signs.,24.0,36.0,0.0002,0.0,bg
9664,rZQjpKRsPMQ_60.0_210.0,People hold different protest signs.,138.0,146.0,0.0002,0.0,bg
9664,rZQjpKRsPMQ_60.0_210.0,People hold different protest signs.,54.0,78.0,0.0001,0.25,bg
9664,rZQjpKRsPMQ_60.0_210.0,People hold different protest signs.,42.0,50.0,0.0001,0.2857142857142857,bg
9664,rZQjpKRsPMQ_60.0_210.0,People hold different protest signs.,10.0,22.0,0.0001,0.0,bg
9917,rZQjpKRsPMQ_360.0_510.0,A man and woman walk through a forest clearly near a logging site.,44.0,80.0,0.9731,0.0,fg
9917,rZQjpKRsPMQ_360.0_510.0,A man and woman walk through a forest clearly near a logging site.,120.0,150.0,0.2178,0.9333333333333333,bg
9917,rZQjpKRsPMQ_360.0_510.0,A man and woman walk through a forest clearly near a logging site.,66.0,92.0,0.1047,0.0,bg
9917,rZQjpKRsPMQ_360.0_510.0,A man and woman walk through a forest clearly near a logging site.,94.0,116.0,0.0004,0.0,bg
9917,rZQjpKRsPMQ_360.0_510.0,A man and woman walk through a forest clearly near a logging site.,8.0,40.0,0.0004,0.0,bg
9917,rZQjpKRsPMQ_360.0_510.0,A man and woman walk through a forest clearly near a logging site.,68.0,90.0,0.0002,0.0,bg
9917,rZQjpKRsPMQ_360.0_510.0,A man and woman walk through a forest clearly near a logging site.,54.0,94.0,0.0001,0.0,bg
9917,rZQjpKRsPMQ_360.0_510.0,A man and woman walk through a forest clearly near a logging site.,12.0,30.0,0.0001,0.0,bg
9917,rZQjpKRsPMQ_360.0_510.0,A man and woman walk through a forest clearly near a logging site.,130.0,148.0,0.0001,0.6428571428571429,bg
9917,rZQjpKRsPMQ_360.0_510.0,A man and woman walk through a forest clearly near a logging site.,40.0,64.0,0.0,0.0,bg
10296,rZQjpKRsPMQ_210.0_360.0,Soldiers escort people through the wilderness.,138.0,150.0,0.9873,0.6666666666666666,fg
10296,rZQjpKRsPMQ_210.0_360.0,Soldiers escort people through the wilderness.,30.0,50.0,0.9541,0.5,fg
10296,rZQjpKRsPMQ_210.0_360.0,Soldiers escort people through the wilderness.,48.0,64.0,0.7295,0.5,fg
10296,rZQjpKRsPMQ_210.0_360.0,Soldiers escort people through the wilderness.,124.0,132.0,0.6341,0.42857142857142855,fg
10296,rZQjpKRsPMQ_210.0_360.0,Soldiers escort people through the wilderness.,12.0,22.0,0.2661,0.0,bg
10296,rZQjpKRsPMQ_210.0_360.0,Soldiers escort people through the wilderness.,94.0,100.0,0.0783,0.0,bg
10296,rZQjpKRsPMQ_210.0_360.0,Soldiers escort people through the wilderness.,144.0,150.0,0.0101,0.75,bg
10296,rZQjpKRsPMQ_210.0_360.0,Soldiers escort people through the wilderness.,104.0,112.0,0.003,0.0,bg
10296,rZQjpKRsPMQ_210.0_360.0,Soldiers escort people through the wilderness.,4.0,10.0,0.0026,0.0,bg
10296,rZQjpKRsPMQ_210.0_360.0,Soldiers escort people through the wilderness.,96.0,116.0,0.001,0.0,bg
1342,msAkt_9q6H0_210.0_360.0,A mom holds on to her child in the snow.,12.0,32.0,0.9563,0.0,fg
1342,msAkt_9q6H0_210.0_360.0,A mom holds on to her child in the snow.,38.0,52.0,0.4147,0.0,bg
1342,msAkt_9q6H0_210.0_360.0,A mom holds on to her child in the snow.,112.0,122.0,0.0073,0.0,bg
1342,msAkt_9q6H0_210.0_360.0,A mom holds on to her child in the snow.,32.0,38.0,0.0064,0.0,bg
1342,msAkt_9q6H0_210.0_360.0,A mom holds on to her child in the snow.,130.0,140.0,0.0006,0.375,bg
1342,msAkt_9q6H0_210.0_360.0,A mom holds on to her child in the snow.,88.0,96.0,0.0006,0.0,bg
1342,msAkt_9q6H0_210.0_360.0,A mom holds on to her child in the snow.,2.0,10.0,0.0004,0.0,bg
1342,msAkt_9q6H0_210.0_360.0,A mom holds on to her child in the snow.,84.0,92.0,0.0004,0.5,bg
1342,msAkt_9q6H0_210.0_360.0,A mom holds on to her child in the snow.,72.0,92.0,0.0003,0.2,bg
1342,msAkt_9q6H0_210.0_360.0,A mom holds on to her child in the snow.,138.0,148.0,0.0001,0.5714285714285714,bg
1678,msAkt_9q6H0_60.0_210.0,Little boy enjoy cycling in the snow,106.0,126.0,0.9897,0.37037037037037035,fg
1678,msAkt_9q6H0_60.0_210.0,Little boy enjoy cycling in the snow,0.0,46.0,0.9833,0.43478260869565216,fg
1678,msAkt_9q6H0_60.0_210.0,Little boy enjoy cycling in the snow,130.0,150.0,0.9787,0.3,fg
1678,msAkt_9q6H0_60.0_210.0,Little boy enjoy cycling in the snow,86.0,108.0,0.7729,0.4074074074074074,fg
1678,msAkt_9q6H0_60.0_210.0,Little boy enjoy cycling in the snow,142.0,150.0,0.4178,0.75,bg
1678,msAkt_9q6H0_60.0_210.0,Little boy enjoy cycling in the snow,20.0,50.0,0.003,0.0,bg
1678,msAkt_9q6H0_60.0_210.0,Little boy enjoy cycling in the snow,60.0,84.0,0.0012,0.02631578947368421,bg
1678,msAkt_9q6H0_60.0_210.0,Little boy enjoy cycling in the snow,0.0,8.0,0.001,0.4,bg
1678,msAkt_9q6H0_60.0_210.0,Little boy enjoy cycling in the snow,68.0,116.0,0.0008,0.5,bg
1678,msAkt_9q6H0_60.0_210.0,Little boy enjoy cycling in the snow,6.0,108.0,0.0006,0.2,bg
2545,msAkt_9q6H0_360.0_510.0,A toddler plays with a camera with his parents.,118.0,150.0,0.9808,0.8,fg
2545,msAkt_9q6H0_360.0_510.0,A toddler plays with a camera with his parents.,44.0,68.0,0.9793,0.0,fg
2545,msAkt_9q6H0_360.0_510.0,A toddler plays with a camera with his parents.,74.0,82.0,0.7041,0.0,fg
2545,msAkt_9q6H0_360.0_510.0,A toddler plays with a camera with his parents.,100.0,106.0,0.1786,0.0,bg
2545,msAkt_9q6H0_360.0_510.0,A toddler plays with a camera with his parents.,34.0,42.0,0.1401,0.0,bg
2545,msAkt_9q6H0_360.0_510.0,A toddler plays with a camera with his parents.,68.0,76.0,0.0019,0.0,bg
2545,msAkt_9q6H0_360.0_510.0,A toddler plays with a camera with his parents.,10.0,20.0,0.0014,0.0,bg
2545,msAkt_9q6H0_360.0_510.0,A toddler plays with a camera with his parents.,6.0,14.0,0.0005,0.0,bg
2545,msAkt_9q6H0_360.0_510.0,A toddler plays with a camera with his parents.,64.0,82.0,0.0004,0.0,bg
2545,msAkt_9q6H0_360.0_510.0,A toddler plays with a camera with his parents.,142.0,150.0,0.0003,0.2,bg
7512,msAkt_9q6H0_660.0_810.0,A baby in a gray onesie is playing in the living room.,18.0,46.0,0.9982,0.42857142857142855,fg
7512,msAkt_9q6H0_660.0_810.0,A baby in a gray onesie is playing in the living room.,74.0,88.0,0.6578,0.0,fg
7512,msAkt_9q6H0_660.0_810.0,A baby in a gray onesie is playing in the living room.,54.0,66.0,0.0554,0.0,bg
7512,msAkt_9q6H0_660.0_810.0,A baby in a gray onesie is playing in the living room.,34.0,44.0,0.0027,0.2,bg
7512,msAkt_9q6H0_660.0_810.0,A baby in a gray onesie is playing in the living room.,78.0,88.0,0.0015,0.0,bg
7512,msAkt_9q6H0_660.0_810.0,A baby in a gray onesie is playing in the living room.,84.0,104.0,0.0002,0.0,bg
7512,msAkt_9q6H0_660.0_810.0,A baby in a gray onesie is playing in the living room.,126.0,134.0,0.0002,0.0,bg
7512,msAkt_9q6H0_660.0_810.0,A baby in a gray onesie is playing in the living room.,136.0,146.0,0.0001,0.0,bg
7512,msAkt_9q6H0_660.0_810.0,A baby in a gray onesie is playing in the living room.,102.0,108.0,0.0001,0.0,bg
7512,msAkt_9q6H0_660.0_810.0,A baby in a gray onesie is playing in the living room.,20.0,28.0,0.0001,0.25,bg
8340,msAkt_9q6H0_510.0_660.0,Daddy with white top is feeding baby from a bowl,126.0,150.0,0.9993,0.631578947368421,fg
8340,msAkt_9q6H0_510.0_660.0,Daddy with white top is feeding baby from a bowl,76.0,88.0,0.8235,0.0,fg
8340,msAkt_9q6H0_510.0_660.0,Daddy with white top is feeding baby from a bowl,116.0,120.0,0.0068,0.10526315789473684,bg
8340,msAkt_9q6H0_510.0_660.0,Daddy with white top is feeding baby from a bowl,86.0,94.0,0.0007,0.0,bg
8340,msAkt_9q6H0_510.0_660.0,Daddy with white top is feeding baby from a bowl,4.0,18.0,0.0003,0.0,bg
8340,msAkt_9q6H0_510.0_660.0,Daddy with white top is feeding baby from a bowl,6.0,18.0,0.0002,0.0,bg
8340,msAkt_9q6H0_510.0_660.0,Daddy with white top is feeding baby from a bowl,78.0,90.0,0.0002,0.0,bg
8340,msAkt_9q6H0_510.0_660.0,Daddy with white top is feeding baby from a bowl,36.0,46.0,0.0001,0.0,bg
8340,msAkt_9q6H0_510.0_660.0,Daddy with white top is feeding baby from a bowl,142.0,150.0,0.0001,0.21052631578947367,bg
8340,msAkt_9q6H0_510.0_660.0,Daddy with white top is feeding baby from a bowl,64.0,72.0,0.0001,0.0,bg
1536,wFPaHOAoGzI_210.0_360.0,A woman is talking while applying makeup on face.,0.0,150.0,0.9986,0.25333333333333335,fg
1536,wFPaHOAoGzI_210.0_360.0,A woman is talking while applying makeup on face.,90.0,100.0,0.0028,0.36363636363636365,bg
1536,wFPaHOAoGzI_210.0_360.0,A woman is talking while applying makeup on face.,94.0,108.0,0.0008,0.7,bg
1536,wFPaHOAoGzI_210.0_360.0,A woman is talking while applying makeup on face.,72.0,148.0,0.0007,0.2631578947368421,bg
1536,wFPaHOAoGzI_210.0_360.0,A woman is talking while applying makeup on face.,16.0,42.0,0.0007,0.75,bg
1536,wFPaHOAoGzI_210.0_360.0,A woman is talking while applying makeup on face.,122.0,134.0,0.0003,0.3,bg
1536,wFPaHOAoGzI_210.0_360.0,A woman is talking while applying makeup on face.,60.0,70.0,0.0003,0.2631578947368421,bg
1536,wFPaHOAoGzI_210.0_360.0,A woman is talking while applying makeup on face.,2.0,16.0,0.0001,0.15789473684210525,bg
1536,wFPaHOAoGzI_210.0_360.0,A woman is talking while applying makeup on face.,140.0,150.0,0.0,0.0,bg
1536,wFPaHOAoGzI_210.0_360.0,A woman is talking while applying makeup on face.,42.0,52.0,0.0,0.2631578947368421,bg
1783,wFPaHOAoGzI_360.0_510.0,A girl doing her face make up with a brush,2.0,150.0,0.9824,0.25675675675675674,fg
1783,wFPaHOAoGzI_360.0_510.0,A girl doing her face make up with a brush,106.0,116.0,0.841,0.2631578947368421,fg
1783,wFPaHOAoGzI_360.0_510.0,A girl doing her face make up with a brush,76.0,84.0,0.7674,0.25,fg
1783,wFPaHOAoGzI_360.0_510.0,A girl doing her face make up with a brush,100.0,108.0,0.6808,0.21052631578947367,fg
1783,wFPaHOAoGzI_360.0_510.0,A girl doing her face make up with a brush,120.0,132.0,0.642,0.3157894736842105,fg
1783,wFPaHOAoGzI_360.0_510.0,A girl doing her face make up with a brush,142.0,150.0,0.5967,0.75,fg
1783,wFPaHOAoGzI_360.0_510.0,A girl doing her face make up with a brush,68.0,148.0,0.0179,0.475,bg
1783,wFPaHOAoGzI_360.0_510.0,A girl doing her face make up with a brush,44.0,52.0,0.0113,0.0,bg
1783,wFPaHOAoGzI_360.0_510.0,A girl doing her face make up with a brush,14.0,22.0,0.0026,0.0,bg
1783,wFPaHOAoGzI_360.0_510.0,A girl doing her face make up with a brush,2.0,10.0,0.0004,0.25,bg
5330,wFPaHOAoGzI_60.0_210.0,Woman wipes her face with a brush.,58.0,72.0,0.9912,0.3888888888888889,fg
5330,wFPaHOAoGzI_60.0_210.0,Woman wipes her face with a brush.,34.0,50.0,0.9648,0.3,fg
5330,wFPaHOAoGzI_60.0_210.0,Woman wipes her face with a brush.,134.0,146.0,0.8087,0.0,fg
5330,wFPaHOAoGzI_60.0_210.0,Woman wipes her face with a brush.,92.0,98.0,0.3746,0.0,bg
5330,wFPaHOAoGzI_60.0_210.0,Woman wipes her face with a brush.,40.0,52.0,0.1947,0.3333333333333333,bg
